"time","US.GA.524.sa","US.MA.506.sa","US.NC.517.sa","US.IL.602.sa","US.OH.510.sa","US.TX.623.sa","US.CO.751.sa","US.MI.505.sa","US.NV.839.sa","US.CA.803.sa","US.FL.528.sa","US.MN.613.sa","US.NY.501.sa","US.AZ.753.sa","US.OR.820.sa","US.CA.825.sa","US.CA.807.sa","US.WA.819.sa","US.FL.539.sa","US.MD.511.sa"
2005-04-01,32.3165015345864,20.6661621290492,34.4788475171977,25.4454993886018,29.948861234913,37.8580627574749,34.3908329702595,19.8599737186795,21.7212482687013,29.6013316636265,30.89923560086,29.6047780196003,28.6271946353628,26.6334649316449,17.9132981377307,24.0940858804142,45.8419033858897,41.3858615999652,36.2895946048852,32.0775226249276
2005-05-01,30.0370258765183,20.57765427543,50.0488086367391,29.8299375833697,50.7902978039042,55.0656697803121,36.6869764519815,22.418768626934,22.9865626713919,29.7892786548129,15.8710086025361,26.1332221864786,35.4121826331387,27.7141508556899,32.4240861249181,19.0131698054647,40.0608709676197,44.7350284035439,43.3285128230781,43.3049154285813
2005-06-01,35.7616432039151,25.5411338031405,65.9248959672994,34.2556969071763,45.5227742026499,58.0320263817944,34.8507953602177,31.3692408454855,17.0414195001336,28.7528369592002,34.03521504579,18.0145096850936,30.8247745295772,31.8589026623519,41.0780211246657,21.8087025336935,34.626762631224,38.5553957244294,37.4559188551959,37.7174549333259
2005-07-01,43.2008449388065,24.21828993052,50.724621790566,33.9321657956757,40.531588749318,43.6553221295863,34.7485699050181,25.107182664088,21.8879865306339,27.8128958910661,27.2415908407869,20.9430427497721,32.8152968265125,29.2848052059592,34.0612189357038,23.7545850704177,33.1479899434113,39.2216336350153,42.4186804330006,36.860643800719
2005-08-01,38.4643509153448,23.9335259815637,67.5853178875584,35.4559216343946,40.8552860659411,53.5885786531312,31.0514419878949,19.5620888314963,19.7228244683225,26.268090699081,28.2075283252621,23.745966549071,31.9892112887795,26.0494576657885,20.1852391716754,15.7794308531771,41.1091776149121,37.3444639205044,41.8881329765417,45.2747721575847
2005-09-01,35.1820488987779,26.585802451362,43.00856565731,23.1629286267551,43.4925860693149,37.5935264700466,31.3277152093705,23.571662734288,16.8081151085297,26.8373561920689,33.7288173366575,21.9969394538627,27.5419241637528,27.2933889300904,26.9193890546115,17.3443525490571,38.0938959858,37.9218169634952,27.038450873446,37.6037910611794
2005-10-01,31.7868662738729,12.7219412096436,34.0612210576993,25.0511969175811,45.4281092056782,42.330355705057,36.1176684932956,17.678619135677,17.2152832986816,25.6460635470994,21.4856429709777,19.9517254356068,26.6235667589296,19.0337607248258,24.9180248693603,21.542323344834,33.6430494136716,29.6814331138608,32.4545896396529,23.0254524567753
2005-11-01,32.3672230642528,23.4076328220479,46.310054482753,28.6886215971849,25.140607681784,46.5976117720878,38.1710147050915,26.4438640856006,15.5172486844455,25.400106505899,24.1215011603362,40.7108782052969,22.449226774755,26.5819874126067,25.3967945926215,24.7358463023731,36.8716348174576,36.1895328623091,32.6579659684518,32.6713220188973
2005-12-01,35.9843496666933,22.8918737154866,40.0096021395017,26.3985273744966,29.5647593583988,39.6806686627082,32.2742697594218,23.5564719699635,20.3699009500273,26.8809875742679,22.7170743999664,25.2434210119374,23.0888161475854,22.8111339932559,27.2531345487921,22.1893585231113,22.1415716577946,33.4753073011447,30.8257200452875,33.2904786391626
2006-01-01,38.3645869197235,28.6542152558077,58.0575647188445,29.0195888771292,34.2169650270926,50.8620525201938,29.492634708677,18.997808371488,17.6745319829562,26.9869925375814,24.1516920672867,26.0906311471281,25.8876405778227,28.7664924201493,22.2175906363526,20.2394840310235,40.3882383395992,36.2431896698519,29.8897826245349,37.4089216990197
2006-02-01,35.3287198036167,26.1087189374719,51.7548954495555,22.4524141731253,41.9062276148092,47.8919151296942,17.4366934911768,20.4591031158123,17.5215202633748,27.904662775003,19.4524947635947,24.1191379846313,23.2679977864591,23.3434909574478,29.7541331401649,22.9176301677454,36.4018186780291,38.446483623118,36.9802625357984,33.3277956714093
2006-03-01,32.3681485342384,24.1800148899142,45.3362697671139,23.9579043418788,37.3737147909271,47.1588332065632,31.676334445606,27.1146725147887,21.5392617933455,26.6377341084146,24.6152976483271,25.3951663803738,25.0243649398149,16.261455642808,30.1624229724227,26.7628834246037,40.5921648699004,35.6825527053931,28.0873274337977,32.8964784970726
