geo,geo.type,geo.description,download.date,date,mdri,mdri.seas.adj
US-CT,State,CT,2019-12-15,2011-10-01,29,29
US-CT,State,CT,2019-12-15,2011-11-01,41,41
US-CT,State,CT,2019-12-15,2011-12-01,34,34
US-CT,State,CT,2019-12-15,2012-01-01,43,43
US-CT,State,CT,2019-12-15,2012-02-01,45,45
US-CT,State,CT,2019-12-15,2012-03-01,46,46
US-CT,State,CT,2019-12-15,2012-04-01,44,44
US-CT,State,CT,2019-12-15,2012-05-01,42,42
US-CT,State,CT,2019-12-15,2012-06-01,42,42
US-CT,State,CT,2019-12-15,2012-07-01,44,44
US-CT,State,CT,2019-12-15,2012-08-01,45,45
US-CT,State,CT,2019-12-15,2012-09-01,41,41
US-CT,State,CT,2019-12-15,2012-10-01,34,34
US-CT,State,CT,2019-12-15,2012-11-01,26,26
US-CT,State,CT,2019-12-15,2012-12-01,22,22
US-CT,State,CT,2019-12-15,2013-01-01,32,32
US-CT,State,CT,2019-12-15,2013-02-01,35,35
US-CT,State,CT,2019-12-15,2013-03-01,41,41
US-CT,State,CT,2019-12-15,2013-04-01,44,44
US-CT,State,CT,2019-12-15,2013-05-01,38,38
US-CT,State,CT,2019-12-15,2013-06-01,36,36
US-CT,State,CT,2019-12-15,2013-07-01,43,43
US-CT,State,CT,2019-12-15,2013-08-01,40,40
US-CT,State,CT,2019-12-15,2013-09-01,30,30
US-CT,State,CT,2019-12-15,2013-10-01,33,33
US-CT,State,CT,2019-12-15,2013-11-01,29,29
US-CT,State,CT,2019-12-15,2013-12-01,27,27
US-CT,State,CT,2019-12-15,2014-01-01,32,32
US-CT,State,CT,2019-12-15,2014-02-01,35,35
US-CT,State,CT,2019-12-15,2014-03-01,39,39
US-CT,State,CT,2019-12-15,2014-04-01,41,41
US-CT,State,CT,2019-12-15,2014-05-01,26,26
US-CT,State,CT,2019-12-15,2014-06-01,34,34
US-CT,State,CT,2019-12-15,2014-07-01,34,34
US-CT,State,CT,2019-12-15,2014-08-01,35,35
US-CT,State,CT,2019-12-15,2014-09-01,28,28
US-CT,State,CT,2019-12-15,2014-10-01,32,32
US-CT,State,CT,2019-12-15,2014-11-01,30,30
US-CT,State,CT,2019-12-15,2014-12-01,25,25
US-CT,State,CT,2019-12-15,2015-01-01,31,31
US-CT,State,CT,2019-12-15,2015-02-01,28,28
US-CT,State,CT,2019-12-15,2015-03-01,35,35
US-CT,State,CT,2019-12-15,2015-04-01,31,31
US-CT,State,CT,2019-12-15,2015-05-01,34,34
US-CT,State,CT,2019-12-15,2015-06-01,30,30
US-CT,State,CT,2019-12-15,2015-07-01,29,29
US-CT,State,CT,2019-12-15,2015-08-01,34,34
US-CT,State,CT,2019-12-15,2015-09-01,29,29
US-CT,State,CT,2019-12-15,2015-10-01,25,25
US-CT,State,CT,2019-12-15,2015-11-01,24,24
US-CT,State,CT,2019-12-15,2015-12-01,25,25
US-CT,State,CT,2019-12-15,2016-01-01,38,38
US-CT,State,CT,2019-12-15,2016-02-01,28,28
US-CT,State,CT,2019-12-15,2016-03-01,34,34
US-CT,State,CT,2019-12-15,2016-04-01,30,30
US-CT,State,CT,2019-12-15,2016-05-01,35,35
US-CT,State,CT,2019-12-15,2016-06-01,33,33
US-CT,State,CT,2019-12-15,2016-07-01,35,35
US-CT,State,CT,2019-12-15,2016-08-01,32,32
US-CT,State,CT,2019-12-15,2016-09-01,29,29
US-CT,State,CT,2019-12-15,2016-10-01,23,23
US-CT,State,CT,2019-12-15,2016-11-01,26,26
US-CT,State,CT,2019-12-15,2016-12-01,25,25
US-CT,State,CT,2019-12-15,2017-01-01,32,32
US-CT,State,CT,2019-12-15,2017-02-01,30,30
US-CT,State,CT,2019-12-15,2017-03-01,31,31
US-CT,State,CT,2019-12-15,2017-04-01,27,27
US-CT,State,CT,2019-12-15,2017-05-01,25,25
US-CT,State,CT,2019-12-15,2017-06-01,24,24
US-CT,State,CT,2019-12-15,2017-07-01,29,29
US-CT,State,CT,2019-12-15,2017-08-01,29,29
US-CT,State,CT,2019-12-15,2017-09-01,28,28
US-CT,State,CT,2019-12-15,2017-10-01,26,26
US-CT,State,CT,2019-12-15,2017-11-01,24,24
US-CT,State,CT,2019-12-15,2017-12-01,21,21
US-CT,State,CT,2019-12-15,2018-01-01,27,27
US-CT,State,CT,2019-12-15,2018-02-01,27,27
US-CT,State,CT,2019-12-15,2018-03-01,32,32
US-CT,State,CT,2019-12-15,2018-04-01,30,30
US-CT,State,CT,2019-12-15,2018-05-01,25,25
US-CT,State,CT,2019-12-15,2018-06-01,30,30
US-CT,State,CT,2019-12-15,2018-07-01,28,28
US-CT,State,CT,2019-12-15,2018-08-01,27,27
US-CT,State,CT,2019-12-15,2018-09-01,29,29
US-CT,State,CT,2019-12-15,2018-10-01,23,23
US-CT,State,CT,2019-12-15,2018-11-01,22,22
US-CT,State,CT,2019-12-15,2018-12-01,24,24
US-CT,State,CT,2019-12-15,2019-01-01,29,29
US-CT,State,CT,2019-12-15,2019-02-01,29,29
US-CT,State,CT,2019-12-15,2019-03-01,27,27
US-CT,State,CT,2019-12-15,2019-04-01,24,24
US-CT,State,CT,2019-12-15,2019-05-01,27,27
US-CT,State,CT,2019-12-15,2019-06-01,26,26
US-CT,State,CT,2019-12-15,2019-07-01,28,28
US-CT,State,CT,2019-12-15,2019-08-01,29,29
US-CT,State,CT,2019-12-15,2019-09-01,24,24
US-CT,State,CT,2019-12-15,2019-10-01,22,22
US-CT,State,CT,2019-12-15,2019-11-01,20,20
US-DC,City,Washington.DC,2019-12-15,2004-02-01,26,23.853585862542
US-DC,City,Washington.DC,2019-12-15,2004-03-01,26,24.2028225977333
US-DC,City,Washington.DC,2019-12-15,2004-04-01,23,22.5021582811617
US-DC,City,Washington.DC,2019-12-15,2004-05-01,32,28.9542725529192
US-DC,City,Washington.DC,2019-12-15,2004-06-01,21,22.7760127563281
US-DC,City,Washington.DC,2019-12-15,2004-07-01,41,36.0554742415305
US-DC,City,Washington.DC,2019-12-15,2004-08-01,26,25.175073762501
US-DC,City,Washington.DC,2019-12-15,2004-09-01,17,19.0825527274001
US-DC,City,Washington.DC,2019-12-15,2004-10-01,23,24.5077605091561
US-DC,City,Washington.DC,2019-12-15,2004-11-01,20,23.3994526247928
US-DC,City,Washington.DC,2019-12-15,2004-12-01,20,22.3957455642104
US-DC,City,Washington.DC,2019-12-15,2005-01-01,24,22.8768595696517
US-DC,City,Washington.DC,2019-12-15,2005-02-01,31,28.4549901162911
US-DC,City,Washington.DC,2019-12-15,2005-03-01,21,19.520265867697
US-DC,City,Washington.DC,2019-12-15,2005-04-01,25,24.4241671544695
US-DC,City,Washington.DC,2019-12-15,2005-05-01,31,28.1569828646545
US-DC,City,Washington.DC,2019-12-15,2005-06-01,24,26.0120196989256
US-DC,City,Washington.DC,2019-12-15,2005-07-01,24,21.2399297241626
US-DC,City,Washington.DC,2019-12-15,2005-08-01,22,21.3043205044364
US-DC,City,Washington.DC,2019-12-15,2005-09-01,16,17.8554184100023
US-DC,City,Washington.DC,2019-12-15,2005-10-01,22,23.4437671129895
US-DC,City,Washington.DC,2019-12-15,2005-11-01,9,10.5196637745094
US-DC,City,Washington.DC,2019-12-15,2005-12-01,25,27.9838094204168
US-DC,City,Washington.DC,2019-12-15,2006-01-01,19,18.0683153552642
US-DC,City,Washington.DC,2019-12-15,2006-02-01,22,20.2325882851286
US-DC,City,Washington.DC,2019-12-15,2006-03-01,30,27.8166923203181
US-DC,City,Washington.DC,2019-12-15,2006-04-01,22,21.4573456262016
US-DC,City,Washington.DC,2019-12-15,2006-05-01,30,27.476261636963
US-DC,City,Washington.DC,2019-12-15,2006-06-01,17,18.4087902666586
US-DC,City,Washington.DC,2019-12-15,2006-07-01,25,22.287473068296
US-DC,City,Washington.DC,2019-12-15,2006-08-01,26,25.1680964869111
US-DC,City,Washington.DC,2019-12-15,2006-09-01,22,24.3044635138559
US-DC,City,Washington.DC,2019-12-15,2006-10-01,19,20.2368459922656
US-DC,City,Washington.DC,2019-12-15,2006-11-01,25,29.2198322750073
US-DC,City,Washington.DC,2019-12-15,2006-12-01,23,25.7921148414061
US-DC,City,Washington.DC,2019-12-15,2007-01-01,30,28.3876782253777
US-DC,City,Washington.DC,2019-12-15,2007-02-01,32,29.4824529287856
US-DC,City,Washington.DC,2019-12-15,2007-03-01,35,32.4277607508991
US-DC,City,Washington.DC,2019-12-15,2007-04-01,45,43.8738278226323
US-DC,City,Washington.DC,2019-12-15,2007-05-01,35,32.4083600457467
US-DC,City,Washington.DC,2019-12-15,2007-06-01,37,39.9527692186409
US-DC,City,Washington.DC,2019-12-15,2007-07-01,46,41.2554257349228
US-DC,City,Washington.DC,2019-12-15,2007-08-01,55,53.2692975925883
US-DC,City,Washington.DC,2019-12-15,2007-09-01,69,75.5144913842739
US-DC,City,Washington.DC,2019-12-15,2007-10-01,48,50.9503980591669
US-DC,City,Washington.DC,2019-12-15,2007-11-01,45,52.6257145522715
US-DC,City,Washington.DC,2019-12-15,2007-12-01,43,48.2632281602633
US-DC,City,Washington.DC,2019-12-15,2008-01-01,75,70.540410968136
US-DC,City,Washington.DC,2019-12-15,2008-02-01,72,66.3645835251007
US-DC,City,Washington.DC,2019-12-15,2008-03-01,85,78.8187978998088
US-DC,City,Washington.DC,2019-12-15,2008-04-01,76,74.2421348714097
US-DC,City,Washington.DC,2019-12-15,2008-05-01,77,72.0161038639272
US-DC,City,Washington.DC,2019-12-15,2008-06-01,68,73.1027264263876
US-DC,City,Washington.DC,2019-12-15,2008-07-01,77,69.3958784301782
US-DC,City,Washington.DC,2019-12-15,2008-08-01,63,61.1219717789622
US-DC,City,Washington.DC,2019-12-15,2008-09-01,68,74.1157727730451
US-DC,City,Washington.DC,2019-12-15,2008-10-01,65,68.6243323811574
US-DC,City,Washington.DC,2019-12-15,2008-11-01,53,61.9344828774167
US-DC,City,Washington.DC,2019-12-15,2008-12-01,68,76.1735796906518
US-DC,City,Washington.DC,2019-12-15,2009-01-01,77,72.0603427711417
US-DC,City,Washington.DC,2019-12-15,2009-02-01,100,92.3401335428111
US-DC,City,Washington.DC,2019-12-15,2009-03-01,77,71.5910762158626
US-DC,City,Washington.DC,2019-12-15,2009-04-01,76,74.5767522259327
US-DC,City,Washington.DC,2019-12-15,2009-05-01,75,70.82687088778
US-DC,City,Washington.DC,2019-12-15,2009-06-01,55,58.8392823605725
US-DC,City,Washington.DC,2019-12-15,2009-07-01,56,50.6030040638549
US-DC,City,Washington.DC,2019-12-15,2009-08-01,48,46.4983159342496
US-DC,City,Washington.DC,2019-12-15,2009-09-01,53,57.6443533891977
US-DC,City,Washington.DC,2019-12-15,2009-10-01,54,56.627005955136
US-DC,City,Washington.DC,2019-12-15,2009-11-01,49,57.0935314036056
US-DC,City,Washington.DC,2019-12-15,2009-12-01,43,48.0266466319123
US-DC,City,Washington.DC,2019-12-15,2010-01-01,55,51.2768046965873
US-DC,City,Washington.DC,2019-12-15,2010-02-01,55,51.0776502416932
US-DC,City,Washington.DC,2019-12-15,2010-03-01,55,51.3789837477603
US-DC,City,Washington.DC,2019-12-15,2010-04-01,54,53.3629283457373
US-DC,City,Washington.DC,2019-12-15,2010-05-01,46,43.8955116253867
US-DC,City,Washington.DC,2019-12-15,2010-06-01,44,46.79792132913
US-DC,City,Washington.DC,2019-12-15,2010-07-01,56,50.6079058299344
US-DC,City,Washington.DC,2019-12-15,2010-08-01,56,53.9661191186071
US-DC,City,Washington.DC,2019-12-15,2010-09-01,49,53.1913164764001
US-DC,City,Washington.DC,2019-12-15,2010-10-01,77,80.3909671372506
US-DC,City,Washington.DC,2019-12-15,2010-11-01,45,52.2678613215788
US-DC,City,Washington.DC,2019-12-15,2010-12-01,44,48.9463333416207
US-DC,City,Washington.DC,2019-12-15,2011-01-01,49,45.4772770834249
US-DC,City,Washington.DC,2019-12-15,2011-02-01,47,43.9364222212253
US-DC,City,Washington.DC,2019-12-15,2011-03-01,45,42.2237551382596
US-DC,City,Washington.DC,2019-12-15,2011-04-01,38,37.8231621204109
US-DC,City,Washington.DC,2019-12-15,2011-05-01,38,36.5608978159899
US-DC,City,Washington.DC,2019-12-15,2011-06-01,41,43.3121302283656
US-DC,City,Washington.DC,2019-12-15,2011-07-01,43,38.8337698232799
US-DC,City,Washington.DC,2019-12-15,2011-08-01,34,32.5712429284566
US-DC,City,Washington.DC,2019-12-15,2011-09-01,30,32.5388238957371
US-DC,City,Washington.DC,2019-12-15,2011-10-01,31,32.4283447327981
US-DC,City,Washington.DC,2019-12-15,2011-11-01,24,27.8098070896029
US-DC,City,Washington.DC,2019-12-15,2011-12-01,29,32.1284478842294
US-DC,City,Washington.DC,2019-12-15,2012-01-01,40,36.9734745945802
US-DC,City,Washington.DC,2019-12-15,2012-02-01,42,39.5519510686456
US-DC,City,Washington.DC,2019-12-15,2012-03-01,31,29.1906744831084
US-DC,City,Washington.DC,2019-12-15,2012-04-01,28,28.0281057528055
US-DC,City,Washington.DC,2019-12-15,2012-05-01,28,27.093194768587
US-DC,City,Washington.DC,2019-12-15,2012-06-01,24,25.1827279152134
US-DC,City,Washington.DC,2019-12-15,2012-07-01,31,27.9834801601734
US-DC,City,Washington.DC,2019-12-15,2012-08-01,32,30.4517911642536
US-DC,City,Washington.DC,2019-12-15,2012-09-01,24,25.972737766179
US-DC,City,Washington.DC,2019-12-15,2012-10-01,23,24.1302252113247
US-DC,City,Washington.DC,2019-12-15,2012-11-01,23,26.5303703965642
US-DC,City,Washington.DC,2019-12-15,2012-12-01,26,28.6983591090156
US-DC,City,Washington.DC,2019-12-15,2013-01-01,41,37.8967354222966
US-DC,City,Washington.DC,2019-12-15,2013-02-01,26,24.7342066424708
US-DC,City,Washington.DC,2019-12-15,2013-03-01,29,27.4037040984938
US-DC,City,Washington.DC,2019-12-15,2013-04-01,28,28.1674291539813
US-DC,City,Washington.DC,2019-12-15,2013-05-01,24,23.3058622955587
US-DC,City,Washington.DC,2019-12-15,2013-06-01,26,27.0768031718168
US-DC,City,Washington.DC,2019-12-15,2013-07-01,25,22.5392563780842
US-DC,City,Washington.DC,2019-12-15,2013-08-01,32,30.2906498698436
US-DC,City,Washington.DC,2019-12-15,2013-09-01,21,22.6327458703471
US-DC,City,Washington.DC,2019-12-15,2013-10-01,25,26.2646430438818
US-DC,City,Washington.DC,2019-12-15,2013-11-01,22,25.2342777106153
US-DC,City,Washington.DC,2019-12-15,2013-12-01,22,24.2170311469129
US-DC,City,Washington.DC,2019-12-15,2014-01-01,22,20.4246574027528
US-DC,City,Washington.DC,2019-12-15,2014-02-01,20,19.2148490581223
US-DC,City,Washington.DC,2019-12-15,2014-03-01,24,22.7680588726069
US-DC,City,Washington.DC,2019-12-15,2014-04-01,17,17.1716890097267
US-DC,City,Washington.DC,2019-12-15,2014-05-01,23,22.3788977173005
US-DC,City,Washington.DC,2019-12-15,2014-06-01,27,27.9396444764418
US-DC,City,Washington.DC,2019-12-15,2014-07-01,29,26.1016241688951
US-DC,City,Washington.DC,2019-12-15,2014-08-01,22,20.7695839512715
US-DC,City,Washington.DC,2019-12-15,2014-09-01,19,20.3667282783151
US-DC,City,Washington.DC,2019-12-15,2014-10-01,18,18.9368292067635
US-DC,City,Washington.DC,2019-12-15,2014-11-01,17,19.4001082848058
US-DC,City,Washington.DC,2019-12-15,2014-12-01,14,15.3573001457405
US-DC,City,Washington.DC,2019-12-15,2015-01-01,19,17.7130869269518
US-DC,City,Washington.DC,2019-12-15,2015-02-01,19,18.3799671185636
US-DC,City,Washington.DC,2019-12-15,2015-03-01,19,18.0927023588524
US-DC,City,Washington.DC,2019-12-15,2015-04-01,21,21.2588450138879
US-DC,City,Washington.DC,2019-12-15,2015-05-01,17,16.5626521561354
US-DC,City,Washington.DC,2019-12-15,2015-06-01,18,18.5841011870971
US-DC,City,Washington.DC,2019-12-15,2015-07-01,22,19.8240786676333
US-DC,City,Washington.DC,2019-12-15,2015-08-01,21,19.8097966704024
US-DC,City,Washington.DC,2019-12-15,2015-09-01,19,20.2580922053442
US-DC,City,Washington.DC,2019-12-15,2015-10-01,20,21.0785735085662
US-DC,City,Washington.DC,2019-12-15,2015-11-01,17,19.303180444591
US-DC,City,Washington.DC,2019-12-15,2015-12-01,18,19.6280944783586
US-DC,City,Washington.DC,2019-12-15,2016-01-01,18,16.8144342537667
US-DC,City,Washington.DC,2019-12-15,2016-02-01,15,14.5756862358916
US-DC,City,Washington.DC,2019-12-15,2016-03-01,17,16.2400563631665
US-DC,City,Washington.DC,2019-12-15,2016-04-01,16,16.2313748376828
US-DC,City,Washington.DC,2019-12-15,2016-05-01,17,16.5637364899743
US-DC,City,Washington.DC,2019-12-15,2016-06-01,15,15.4701137776603
US-DC,City,Washington.DC,2019-12-15,2016-07-01,14,12.6401349005599
US-DC,City,Washington.DC,2019-12-15,2016-08-01,17,16.0450432559289
US-DC,City,Washington.DC,2019-12-15,2016-09-01,14,14.8691143901573
US-DC,City,Washington.DC,2019-12-15,2016-10-01,13,13.7443385111891
US-DC,City,Washington.DC,2019-12-15,2016-11-01,14,15.8404642350732
US-DC,City,Washington.DC,2019-12-15,2016-12-01,17,18.450333277742
US-DC,City,Washington.DC,2019-12-15,2017-01-01,18,16.8427999830928
US-DC,City,Washington.DC,2019-12-15,2017-02-01,18,17.5435929367865
US-DC,City,Washington.DC,2019-12-15,2017-03-01,14,13.3948534642026
US-DC,City,Washington.DC,2019-12-15,2017-04-01,15,15.252915217506
US-DC,City,Washington.DC,2019-12-15,2017-05-01,18,17.5390766212976
US-DC,City,Washington.DC,2019-12-15,2017-06-01,16,16.4764581421567
US-DC,City,Washington.DC,2019-12-15,2017-07-01,16,14.4292853833335
US-DC,City,Washington.DC,2019-12-15,2017-08-01,16,15.1108062308356
US-DC,City,Washington.DC,2019-12-15,2017-09-01,15,15.8662131909116
US-DC,City,Washington.DC,2019-12-15,2017-10-01,14,14.8327175823228
US-DC,City,Washington.DC,2019-12-15,2017-11-01,13,14.6627489442297
US-DC,City,Washington.DC,2019-12-15,2017-12-01,16,17.3465487843495
US-DC,City,Washington.DC,2019-12-15,2018-01-01,15,14.0706403675759
US-DC,City,Washington.DC,2019-12-15,2018-02-01,14,13.6918038340524
US-DC,City,Washington.DC,2019-12-15,2018-03-01,17,16.2728231551085
US-DC,City,Washington.DC,2019-12-15,2018-04-01,13,13.2432464112314
US-DC,City,Washington.DC,2019-12-15,2018-05-01,12,11.7028466626613
US-DC,City,Washington.DC,2019-12-15,2018-06-01,13,13.3755175486561
US-DC,City,Washington.DC,2019-12-15,2018-07-01,15,13.4860078016604
US-DC,City,Washington.DC,2019-12-15,2018-08-01,12,11.3301634386553
US-DC,City,Washington.DC,2019-12-15,2018-09-01,13,13.7007191315288
US-DC,City,Washington.DC,2019-12-15,2018-10-01,13,13.7928471680233
US-DC,City,Washington.DC,2019-12-15,2018-11-01,14,15.7556609253568
US-DC,City,Washington.DC,2019-12-15,2018-12-01,11,11.9414451467914
US-DC,City,Washington.DC,2019-12-15,2019-01-01,13,12.2216276528137
US-DC,City,Washington.DC,2019-12-15,2019-02-01,12,11.7717721519394
US-DC,City,Washington.DC,2019-12-15,2019-03-01,13,12.4567529102457
US-DC,City,Washington.DC,2019-12-15,2019-04-01,13,13.2564459650825
US-DC,City,Washington.DC,2019-12-15,2019-05-01,15,14.6263285749344
US-DC,City,Washington.DC,2019-12-15,2019-06-01,14,14.3939840714568
US-DC,City,Washington.DC,2019-12-15,2019-07-01,18,16.1376418880309
US-DC,City,Washington.DC,2019-12-15,2019-08-01,17,16.0241272154013
US-DC,City,Washington.DC,2019-12-15,2019-09-01,15,15.7709528262828
US-DC,City,Washington.DC,2019-12-15,2019-10-01,12,12.7502946342513
US-DC,City,Washington.DC,2019-12-15,2019-11-01,12,13.5005311546163
US-FL-528,City,Miami,2019-12-15,2004-02-01,24,24.907996714131
US-FL-528,City,Miami,2019-12-15,2004-03-01,23,24.8652562748655
US-FL-528,City,Miami,2019-12-15,2004-04-01,31,25.3885652346899
US-FL-528,City,Miami,2019-12-15,2004-05-01,20,24.0198002491338
US-FL-528,City,Miami,2019-12-15,2004-06-01,36,27.9180013710555
US-FL-528,City,Miami,2019-12-15,2004-07-01,22,24.5390729086063
US-FL-528,City,Miami,2019-12-15,2004-08-01,33,26.5064429946099
US-FL-528,City,Miami,2019-12-15,2004-09-01,14,13.596395113239
US-FL-528,City,Miami,2019-12-15,2004-10-01,20,24.1347150100658
US-FL-528,City,Miami,2019-12-15,2004-11-01,25,26.1625753591175
US-FL-528,City,Miami,2019-12-15,2004-12-01,17,24.0898531189244
US-FL-528,City,Miami,2019-12-15,2005-01-01,38,28.0554363843873
US-FL-528,City,Miami,2019-12-15,2005-02-01,20,23.4391641222504
US-FL-528,City,Miami,2019-12-15,2005-03-01,22,21.5986897528772
US-FL-528,City,Miami,2019-12-15,2005-04-01,27,25.0377464581132
US-FL-528,City,Miami,2019-12-15,2005-05-01,28,28.024623698163
US-FL-528,City,Miami,2019-12-15,2005-06-01,29,27.6907408997532
US-FL-528,City,Miami,2019-12-15,2005-07-01,29,27.147000101883
US-FL-528,City,Miami,2019-12-15,2005-08-01,18,16.3018477637699
US-FL-528,City,Miami,2019-12-15,2005-09-01,19,17.8079614852539
US-FL-528,City,Miami,2019-12-15,2005-10-01,16,18.0954610768448
US-FL-528,City,Miami,2019-12-15,2005-11-01,16,19.7136361032981
US-FL-528,City,Miami,2019-12-15,2005-12-01,19,21.6466438968837
US-FL-528,City,Miami,2019-12-15,2006-01-01,21,18.753130291289
US-FL-528,City,Miami,2019-12-15,2006-02-01,17,18.4963203549422
US-FL-528,City,Miami,2019-12-15,2006-03-01,22,20.5811887834754
US-FL-528,City,Miami,2019-12-15,2006-04-01,21,20.8520037564349
US-FL-528,City,Miami,2019-12-15,2006-05-01,23,20.9621577535566
US-FL-528,City,Miami,2019-12-15,2006-06-01,18,19.3982201370243
US-FL-528,City,Miami,2019-12-15,2006-07-01,29,25.1466022093226
US-FL-528,City,Miami,2019-12-15,2006-08-01,29,26.3771073287064
US-FL-528,City,Miami,2019-12-15,2006-09-01,24,24.0161409600429
US-FL-528,City,Miami,2019-12-15,2006-10-01,21,21.4378994018813
US-FL-528,City,Miami,2019-12-15,2006-11-01,14,19.1370118962251
US-FL-528,City,Miami,2019-12-15,2006-12-01,23,24.986481003481
US-FL-528,City,Miami,2019-12-15,2007-01-01,28,25.340166983449
US-FL-528,City,Miami,2019-12-15,2007-02-01,22,23.5315006100188
US-FL-528,City,Miami,2019-12-15,2007-03-01,28,26.6837320670636
US-FL-528,City,Miami,2019-12-15,2007-04-01,31,28.242889353846
US-FL-528,City,Miami,2019-12-15,2007-05-01,27,27.9217432684483
US-FL-528,City,Miami,2019-12-15,2007-06-01,34,32.2266126780621
US-FL-528,City,Miami,2019-12-15,2007-07-01,40,38.0157437560637
US-FL-528,City,Miami,2019-12-15,2007-08-01,46,41.9344087716523
US-FL-528,City,Miami,2019-12-15,2007-09-01,45,43.2452508202907
US-FL-528,City,Miami,2019-12-15,2007-10-01,39,44.569734040224
US-FL-528,City,Miami,2019-12-15,2007-11-01,44,50.6554291414301
US-FL-528,City,Miami,2019-12-15,2007-12-01,40,49.321200707015
US-FL-528,City,Miami,2019-12-15,2008-01-01,57,51.4213025591822
US-FL-528,City,Miami,2019-12-15,2008-02-01,62,62.37360600753
US-FL-528,City,Miami,2019-12-15,2008-03-01,72,67.238756886702
US-FL-528,City,Miami,2019-12-15,2008-04-01,68,65.382890669077
US-FL-528,City,Miami,2019-12-15,2008-05-01,72,68.893927076212
US-FL-528,City,Miami,2019-12-15,2008-06-01,70,69.8424573164109
US-FL-528,City,Miami,2019-12-15,2008-07-01,77,71.6757724751449
US-FL-528,City,Miami,2019-12-15,2008-08-01,73,69.7565863554348
US-FL-528,City,Miami,2019-12-15,2008-09-01,74,73.2589300791581
US-FL-528,City,Miami,2019-12-15,2008-10-01,71,74.7614125770658
US-FL-528,City,Miami,2019-12-15,2008-11-01,59,73.8258082515021
US-FL-528,City,Miami,2019-12-15,2008-12-01,70,81.5846891299863
US-FL-528,City,Miami,2019-12-15,2009-01-01,93,87.5599900879224
US-FL-528,City,Miami,2019-12-15,2009-02-01,100,95.6504577335715
US-FL-528,City,Miami,2019-12-15,2009-03-01,94,89.7288913389076
US-FL-528,City,Miami,2019-12-15,2009-04-01,89,84.1143850589761
US-FL-528,City,Miami,2019-12-15,2009-05-01,88,83.3034008443382
US-FL-528,City,Miami,2019-12-15,2009-06-01,73,71.95689400168
US-FL-528,City,Miami,2019-12-15,2009-07-01,69,67.4444091061689
US-FL-528,City,Miami,2019-12-15,2009-08-01,72,66.6440887024918
US-FL-528,City,Miami,2019-12-15,2009-09-01,61,62.9103743070556
US-FL-528,City,Miami,2019-12-15,2009-10-01,63,66.3862190791049
US-FL-528,City,Miami,2019-12-15,2009-11-01,59,68.4035369064514
US-FL-528,City,Miami,2019-12-15,2009-12-01,50,63.5844845982504
US-FL-528,City,Miami,2019-12-15,2010-01-01,74,66.285973601793
US-FL-528,City,Miami,2019-12-15,2010-02-01,69,67.7346106973568
US-FL-528,City,Miami,2019-12-15,2010-03-01,68,65.2826442067678
US-FL-528,City,Miami,2019-12-15,2010-04-01,69,61.8344061853415
US-FL-528,City,Miami,2019-12-15,2010-05-01,57,58.5414629345261
