geo,geo.type,geo.description,download.date,date,mdri,mdri.seas.adj
US-CO-751,City,Denver,2019-12-15,2008-10-01,82,86.5266084773294
US-CO-751,City,Denver,2019-12-15,2008-11-01,71,80.6140702987745
US-CO-751,City,Denver,2019-12-15,2008-12-01,72,84.3252504187477
US-CO-751,City,Denver,2019-12-15,2009-01-01,87,78.9305768348106
US-CO-751,City,Denver,2019-12-15,2009-02-01,93,86.9217816493963
US-CO-751,City,Denver,2019-12-15,2009-03-01,100,93.0953819598223
US-CO-751,City,Denver,2019-12-15,2009-04-01,76,71.8409219235858
US-CO-751,City,Denver,2019-12-15,2009-05-01,76,77.8845728065642
US-CO-751,City,Denver,2019-12-15,2009-06-01,65,63.5149132029779
US-CO-751,City,Denver,2019-12-15,2009-07-01,64,63.7596033072435
US-CO-751,City,Denver,2019-12-15,2009-08-01,71,69.3286860633204
US-CO-751,City,Denver,2019-12-15,2009-09-01,54,56.105351764289
US-CO-751,City,Denver,2019-12-15,2009-10-01,57,59.5350223724585
US-CO-751,City,Denver,2019-12-15,2009-11-01,59,66.7320323536283
US-CO-751,City,Denver,2019-12-15,2009-12-01,49,57.5505549164718
US-CO-751,City,Denver,2019-12-15,2010-01-01,69,61.9200455025673
US-CO-751,City,Denver,2019-12-15,2010-02-01,67,62.462879858633
US-CO-751,City,Denver,2019-12-15,2010-03-01,72,66.5774040957132
US-CO-751,City,Denver,2019-12-15,2010-04-01,58,55.0973655398146
US-CO-751,City,Denver,2019-12-15,2010-05-01,54,55.3790736548884
US-CO-751,City,Denver,2019-12-15,2010-06-01,60,59.1389274705915
US-CO-751,City,Denver,2019-12-15,2010-07-01,60,60.5320542206102
US-CO-751,City,Denver,2019-12-15,2010-08-01,70,68.2344552241775
US-CO-751,City,Denver,2019-12-15,2010-09-01,60,62.476530752927
US-CO-751,City,Denver,2019-12-15,2010-10-01,81,84.0066739391232
US-CO-751,City,Denver,2019-12-15,2010-11-01,52,58.6053929462282
US-CO-751,City,Denver,2019-12-15,2010-12-01,51,59.8700392560501
US-CO-751,City,Denver,2019-12-15,2011-01-01,67,59.4597244938285
US-CO-751,City,Denver,2019-12-15,2011-02-01,58,54.0266801419845
US-CO-751,City,Denver,2019-12-15,2011-03-01,56,51.765629410687
US-CO-751,City,Denver,2019-12-15,2011-04-01,49,46.340330183758
US-CO-751,City,Denver,2019-12-15,2011-05-01,49,50.071532093103
US-CO-751,City,Denver,2019-12-15,2011-06-01,50,49.4947375274973
US-CO-751,City,Denver,2019-12-15,2011-07-01,45,45.8404507651182
US-CO-751,City,Denver,2019-12-15,2011-08-01,51,50.0403653220865
US-CO-751,City,Denver,2019-12-15,2011-09-01,48,50.1668624008138
US-CO-751,City,Denver,2019-12-15,2011-10-01,46,48.1678243560575
US-CO-751,City,Denver,2019-12-15,2011-11-01,42,47.3060532707648
US-CO-751,City,Denver,2019-12-15,2011-12-01,41,48.1725750747734
US-CO-751,City,Denver,2019-12-15,2012-01-01,53,46.6412592263869
US-CO-751,City,Denver,2019-12-15,2012-02-01,48,44.601627587319
US-CO-751,City,Denver,2019-12-15,2012-03-01,44,40.5306068971936
US-CO-751,City,Denver,2019-12-15,2012-04-01,43,40.0327803964499
US-CO-751,City,Denver,2019-12-15,2012-05-01,41,41.5375653482586
US-CO-751,City,Denver,2019-12-15,2012-06-01,40,39.6298627361418
US-CO-751,City,Denver,2019-12-15,2012-07-01,37,37.8394976470944
US-CO-751,City,Denver,2019-12-15,2012-08-01,37,36.6192348027519
US-CO-751,City,Denver,2019-12-15,2012-09-01,33,34.6462235191519
US-CO-751,City,Denver,2019-12-15,2012-10-01,33,35.1611806859375
US-CO-751,City,Denver,2019-12-15,2012-11-01,33,37.2338733282868
US-CO-751,City,Denver,2019-12-15,2012-12-01,26,30.6227847918714
US-CO-751,City,Denver,2019-12-15,2013-01-01,43,37.7739849374518
US-CO-751,City,Denver,2019-12-15,2013-02-01,35,32.4706414929259
US-CO-751,City,Denver,2019-12-15,2013-03-01,34,31.0986656345428
US-CO-751,City,Denver,2019-12-15,2013-04-01,39,35.6861694495198
US-CO-751,City,Denver,2019-12-15,2013-05-01,33,33.2243087062912
US-CO-751,City,Denver,2019-12-15,2013-06-01,29,28.7246700735067
US-CO-751,City,Denver,2019-12-15,2013-07-01,27,27.6160277264802
US-CO-751,City,Denver,2019-12-15,2013-08-01,28,27.9190217528153
US-CO-751,City,Denver,2019-12-15,2013-09-01,24,25.2140680766122
US-CO-751,City,Denver,2019-12-15,2013-10-01,22,23.779599718179
US-CO-751,City,Denver,2019-12-15,2013-11-01,23,26.0898976507383
US-CO-751,City,Denver,2019-12-15,2013-12-01,19,22.3010821158941
US-CO-751,City,Denver,2019-12-15,2014-01-01,26,22.9441096988789
US-CO-751,City,Denver,2019-12-15,2014-02-01,21,19.398387217236
US-CO-751,City,Denver,2019-12-15,2014-03-01,27,24.5448237653929
US-CO-751,City,Denver,2019-12-15,2014-04-01,25,22.6567586243047
US-CO-751,City,Denver,2019-12-15,2014-05-01,21,21.1352612101485
US-CO-751,City,Denver,2019-12-15,2014-06-01,22,21.8011404045605
US-CO-751,City,Denver,2019-12-15,2014-07-01,22,22.5192317218379
US-CO-751,City,Denver,2019-12-15,2014-08-01,19,19.0660954642208
US-CO-751,City,Denver,2019-12-15,2014-09-01,21,22.0450665640571
US-CO-751,City,Denver,2019-12-15,2014-10-01,16,17.4258316821591
US-CO-751,City,Denver,2019-12-15,2014-11-01,16,18.284157894134
US-CO-751,City,Denver,2019-12-15,2014-12-01,16,18.5791461728077
US-CO-751,City,Denver,2019-12-15,2015-01-01,22,19.5318352386198
US-CO-751,City,Denver,2019-12-15,2015-02-01,20,18.2317358807259
US-CO-751,City,Denver,2019-12-15,2015-03-01,21,19.0547663179614
US-CO-751,City,Denver,2019-12-15,2015-04-01,20,18.0361333751473
US-CO-751,City,Denver,2019-12-15,2015-05-01,17,17.1141397740972
US-CO-751,City,Denver,2019-12-15,2015-06-01,21,20.9317174499266
US-CO-751,City,Denver,2019-12-15,2015-07-01,18,18.5357834730055
US-CO-751,City,Denver,2019-12-15,2015-08-01,16,16.1033793538179
US-CO-751,City,Denver,2019-12-15,2015-09-01,16,16.8384654027135
US-CO-751,City,Denver,2019-12-15,2015-10-01,16,17.4377886503733
US-CO-751,City,Denver,2019-12-15,2015-11-01,15,17.2386390690227
US-CO-751,City,Denver,2019-12-15,2015-12-01,16,18.3547625515015
US-CO-751,City,Denver,2019-12-15,2016-01-01,17,15.1671961069186
US-CO-751,City,Denver,2019-12-15,2016-02-01,21,18.8553839657512
US-CO-751,City,Denver,2019-12-15,2016-03-01,18,16.3526298997285
US-CO-751,City,Denver,2019-12-15,2016-04-01,20,17.98456546578
US-CO-751,City,Denver,2019-12-15,2016-05-01,16,16.0682979240925
US-CO-751,City,Denver,2019-12-15,2016-06-01,15,15.1550102186179
US-CO-751,City,Denver,2019-12-15,2016-07-01,11,11.368261108669
US-CO-751,City,Denver,2019-12-15,2016-08-01,15,15.0539911610652
US-CO-751,City,Denver,2019-12-15,2016-09-01,14,14.7658926989657
US-CO-751,City,Denver,2019-12-15,2016-10-01,15,16.349002588401
US-CO-751,City,Denver,2019-12-15,2016-11-01,14,16.1958263884799
US-CO-751,City,Denver,2019-12-15,2016-12-01,13,14.7764836905248
US-CO-751,City,Denver,2019-12-15,2017-01-01,17,15.1930332915724
US-CO-751,City,Denver,2019-12-15,2017-02-01,19,16.9446909639303
US-CO-751,City,Denver,2019-12-15,2017-03-01,18,16.42457878866
US-CO-751,City,Denver,2019-12-15,2017-04-01,18,16.2493463528883
US-CO-751,City,Denver,2019-12-15,2017-05-01,14,13.9884911250582
US-CO-751,City,Denver,2019-12-15,2017-06-01,13,13.2806596631062
US-CO-751,City,Denver,2019-12-15,2017-07-01,16,16.3730766242482
US-CO-751,City,Denver,2019-12-15,2017-08-01,16,15.963726838883
US-CO-751,City,Denver,2019-12-15,2017-09-01,12,12.6056316672959
US-CO-751,City,Denver,2019-12-15,2017-10-01,13,14.2174509324601
US-CO-751,City,Denver,2019-12-15,2017-11-01,11,12.8238486212838
US-CO-751,City,Denver,2019-12-15,2017-12-01,13,14.6707941481593
US-CO-751,City,Denver,2019-12-15,2018-01-01,14,12.4860357228985
US-CO-751,City,Denver,2019-12-15,2018-02-01,16,14.3170470072373
US-CO-751,City,Denver,2019-12-15,2018-03-01,14,12.8786300967351
US-CO-751,City,Denver,2019-12-15,2018-04-01,15,13.6897960453297
US-CO-751,City,Denver,2019-12-15,2018-05-01,13,12.878660946643
US-CO-751,City,Denver,2019-12-15,2018-06-01,14,14.4082714513061
US-CO-751,City,Denver,2019-12-15,2018-07-01,14,14.1880854621296
US-CO-751,City,Denver,2019-12-15,2018-08-01,14,13.9601812301905
US-CO-751,City,Denver,2019-12-15,2018-09-01,14,14.5716945169827
US-CO-751,City,Denver,2019-12-15,2018-10-01,12,13.1752765124952
US-CO-751,City,Denver,2019-12-15,2018-11-01,10,11.6733608194996
US-CO-751,City,Denver,2019-12-15,2018-12-01,12,13.4645424157505
US-CO-751,City,Denver,2019-12-15,2019-01-01,16,14.1899773906172
US-CO-751,City,Denver,2019-12-15,2019-02-01,13,11.6883485891082
US-CO-751,City,Denver,2019-12-15,2019-03-01,13,12.0247048002932
US-CO-751,City,Denver,2019-12-15,2019-04-01,12,11.0587398828097
US-CO-751,City,Denver,2019-12-15,2019-05-01,15,14.734857866122
US-CO-751,City,Denver,2019-12-15,2019-06-01,11,11.3953912930908
US-CO-751,City,Denver,2019-12-15,2019-07-01,13,13.1398868697115
US-CO-751,City,Denver,2019-12-15,2019-08-01,12,12.0099843856899
US-CO-751,City,Denver,2019-12-15,2019-09-01,13,13.4592453350994
US-CO-751,City,Denver,2019-12-15,2019-10-01,11,12.1203802878213
US-CO-751,City,Denver,2019-12-15,2019-11-01,12,13.9559987565846
US-CO,State,CO,2019-12-15,2004-02-01,29,28.6056469295537
US-CO,State,CO,2019-12-15,2004-03-01,24,24.6253099431418
US-CO,State,CO,2019-12-15,2004-04-01,38,33.7047043818472
US-CO,State,CO,2019-12-15,2004-05-01,29,28.6077861759371
US-CO,State,CO,2019-12-15,2004-06-01,40,36.7257107678152
US-CO,State,CO,2019-12-15,2004-07-01,23,25.747063902494
US-CO,State,CO,2019-12-15,2004-08-01,32,30.5950022956726
US-CO,State,CO,2019-12-15,2004-09-01,41,37.5470146205905
US-CO,State,CO,2019-12-15,2004-10-01,41,41.9571090595512
US-CO,State,CO,2019-12-15,2004-11-01,21,26.6078360797977
US-CO,State,CO,2019-12-15,2004-12-01,43,47.1070532626834
US-CO,State,CO,2019-12-15,2005-01-01,41,38.2897809326265
US-CO,State,CO,2019-12-15,2005-02-01,32,31.4451254275431
US-CO,State,CO,2019-12-15,2005-03-01,33,33.1935916985285
US-CO,State,CO,2019-12-15,2005-04-01,33,29.5201314274552
US-CO,State,CO,2019-12-15,2005-05-01,37,36.3147857662513
US-CO,State,CO,2019-12-15,2005-06-01,31,28.8486714906461
US-CO,State,CO,2019-12-15,2005-07-01,30,32.8389384337598
US-CO,State,CO,2019-12-15,2005-08-01,37,35.2390282867384
US-CO,State,CO,2019-12-15,2005-09-01,33,30.6111571519083
US-CO,State,CO,2019-12-15,2005-10-01,29,30.3698708819671
US-CO,State,CO,2019-12-15,2005-11-01,26,32.1358680717139
US-CO,State,CO,2019-12-15,2005-12-01,26,29.4124829441286
US-CO,State,CO,2019-12-15,2006-01-01,28,26.3065000469778
US-CO,State,CO,2019-12-15,2006-02-01,38,37.0926816067064
US-CO,State,CO,2019-12-15,2006-03-01,34,33.3129493778447
US-CO,State,CO,2019-12-15,2006-04-01,40,35.8597092349121
US-CO,State,CO,2019-12-15,2006-05-01,41,40.3649033742963
US-CO,State,CO,2019-12-15,2006-06-01,41,38.4620112912393
US-CO,State,CO,2019-12-15,2006-07-01,36,38.3299258306547
US-CO,State,CO,2019-12-15,2006-08-01,49,46.9132735721656
US-CO,State,CO,2019-12-15,2006-09-01,50,47.0715376860265
US-CO,State,CO,2019-12-15,2006-10-01,38,40.6787649180285
US-CO,State,CO,2019-12-15,2006-11-01,40,47.9386628741722
US-CO,State,CO,2019-12-15,2006-12-01,41,47.886497183487
US-CO,State,CO,2019-12-15,2007-01-01,53,49.3138848235081
US-CO,State,CO,2019-12-15,2007-02-01,45,43.6875380234756
US-CO,State,CO,2019-12-15,2007-03-01,57,54.2580124751514
US-CO,State,CO,2019-12-15,2007-04-01,73,65.73602860407
US-CO,State,CO,2019-12-15,2007-05-01,56,55.8419736574573
US-CO,State,CO,2019-12-15,2007-06-01,70,66.2557632017834
US-CO,State,CO,2019-12-15,2007-07-01,64,66.3155559758489
US-CO,State,CO,2019-12-15,2007-08-01,66,64.4272743665376
US-CO,State,CO,2019-12-15,2007-09-01,60,57.561102671699
US-CO,State,CO,2019-12-15,2007-10-01,48,51.766773675276
US-CO,State,CO,2019-12-15,2007-11-01,59,68.7868734891913
US-CO,State,CO,2019-12-15,2007-12-01,56,67.2613472200652
US-CO,State,CO,2019-12-15,2008-01-01,89,81.7022325536533
US-CO,State,CO,2019-12-15,2008-02-01,77,73.5155149733584
US-CO,State,CO,2019-12-15,2008-03-01,83,76.7978084103486
US-CO,State,CO,2019-12-15,2008-04-01,82,75.1822995510743
US-CO,State,CO,2019-12-15,2008-05-01,69,69.5511866214519
US-CO,State,CO,2019-12-15,2008-06-01,77,74.1464102836526
US-CO,State,CO,2019-12-15,2008-07-01,83,84.3626203303055
US-CO,State,CO,2019-12-15,2008-08-01,67,66.7451056800371
US-CO,State,CO,2019-12-15,2008-09-01,87,84.5874262615626
US-CO,State,CO,2019-12-15,2008-10-01,81,86.2245955755192
US-CO,State,CO,2019-12-15,2008-11-01,77,87.7049996558061
US-CO,State,CO,2019-12-15,2008-12-01,59,72.5282101487168
US-CO,State,CO,2019-12-15,2009-01-01,79,72.2040794064931
US-CO,State,CO,2019-12-15,2009-02-01,100,94.0896231355127
US-CO,State,CO,2019-12-15,2009-03-01,98,88.801652114851
US-CO,State,CO,2019-12-15,2009-04-01,72,67.3220967122377
US-CO,State,CO,2019-12-15,2009-05-01,69,69.6403148637947
US-CO,State,CO,2019-12-15,2009-06-01,63,61.4501347896711
US-CO,State,CO,2019-12-15,2009-07-01,66,66.2721044547412
US-CO,State,CO,2019-12-15,2009-08-01,68,68.3187873626978
US-CO,State,CO,2019-12-15,2009-09-01,62,61.1736131175985
US-CO,State,CO,2019-12-15,2009-10-01,51,53.418965372618
US-CO,State,CO,2019-12-15,2009-11-01,55,61.8014227062215
US-CO,State,CO,2019-12-15,2009-12-01,42,52.3140951841131
US-CO,State,CO,2019-12-15,2010-01-01,69,62.8094697082461
US-CO,State,CO,2019-12-15,2010-02-01,60,56.5979001788801
US-CO,State,CO,2019-12-15,2010-03-01,70,63.2437827664111
US-CO,State,CO,2019-12-15,2010-04-01,56,52.9724220422286
US-CO,State,CO,2019-12-15,2010-05-01,61,61.5134136806381
US-CO,State,CO,2019-12-15,2010-06-01,62,60.695095853385
US-CO,State,CO,2019-12-15,2010-07-01,65,64.7118946090335
US-CO,State,CO,2019-12-15,2010-08-01,54,54.5581182072664
US-CO,State,CO,2019-12-15,2010-09-01,59,58.9567502308527
US-CO,State,CO,2019-12-15,2010-10-01,79,81.2165485613524
US-CO,State,CO,2019-12-15,2010-11-01,57,63.4870219118525
US-CO,State,CO,2019-12-15,2010-12-01,45,55.9563840572164
US-CO,State,CO,2019-12-15,2011-01-01,62,56.2909405058372
US-CO,State,CO,2019-12-15,2011-02-01,55,51.9935750513827
US-CO,State,CO,2019-12-15,2011-03-01,58,52.7089635974884
US-CO,State,CO,2019-12-15,2011-04-01,48,45.2503200097599
US-CO,State,CO,2019-12-15,2011-05-01,48,48.4123050115779
US-CO,State,CO,2019-12-15,2011-06-01,53,52.0734138586945
US-CO,State,CO,2019-12-15,2011-07-01,49,48.6858567051262
US-CO,State,CO,2019-12-15,2011-08-01,49,49.5676732158627
US-CO,State,CO,2019-12-15,2011-09-01,53,53.7860105439152
US-CO,State,CO,2019-12-15,2011-10-01,46,47.5062227170564
US-CO,State,CO,2019-12-15,2011-11-01,44,49.0578717085757
US-CO,State,CO,2019-12-15,2011-12-01,38,46.9652717919629
US-CO,State,CO,2019-12-15,2012-01-01,46,41.621274653292
US-CO,State,CO,2019-12-15,2012-02-01,47,44.2324083941096
US-CO,State,CO,2019-12-15,2012-03-01,47,42.8934514415157
US-CO,State,CO,2019-12-15,2012-04-01,41,37.7687876126295
US-CO,State,CO,2019-12-15,2012-05-01,42,42.1463025019857
US-CO,State,CO,2019-12-15,2012-06-01,39,38.4664622822722
US-CO,State,CO,2019-12-15,2012-07-01,38,37.6257972945897
US-CO,State,CO,2019-12-15,2012-08-01,40,40.5134859220333
US-CO,State,CO,2019-12-15,2012-09-01,35,36.369736696552
US-CO,State,CO,2019-12-15,2012-10-01,32,33.4319032786924
US-CO,State,CO,2019-12-15,2012-11-01,36,40.615929214864
US-CO,State,CO,2019-12-15,2012-12-01,26,31.9539711455572
US-CO,State,CO,2019-12-15,2013-01-01,40,35.9571175359726
US-CO,State,CO,2019-12-15,2013-02-01,35,32.7944948620923
US-CO,State,CO,2019-12-15,2013-03-01,34,31.1459447086826
US-CO,State,CO,2019-12-15,2013-04-01,40,35.7170474917599
US-CO,State,CO,2019-12-15,2013-05-01,32,32.0332516505034
US-CO,State,CO,2019-12-15,2013-06-01,25,24.5935042192711
US-CO,State,CO,2019-12-15,2013-07-01,27,26.5125031737559
US-CO,State,CO,2019-12-15,2013-08-01,26,26.4887381343925
US-CO,State,CO,2019-12-15,2013-09-01,22,23.3637851911565
US-CO,State,CO,2019-12-15,2013-10-01,23,24.1214070205127
US-CO,State,CO,2019-12-15,2013-11-01,21,24.2665788515087
US-CO,State,CO,2019-12-15,2013-12-01,23,28.0869599962227
US-CO,State,CO,2019-12-15,2014-01-01,28,25.1618035903288
US-CO,State,CO,2019-12-15,2014-02-01,20,18.5876714383693
US-CO,State,CO,2019-12-15,2014-03-01,25,23.0010908216197
US-CO,State,CO,2019-12-15,2014-04-01,26,22.7614495366027
US-CO,State,CO,2019-12-15,2014-05-01,21,21.1160444099719
US-CO,State,CO,2019-12-15,2014-06-01,23,22.2988899088828
US-CO,State,CO,2019-12-15,2014-07-01,24,23.3219010496986
US-CO,State,CO,2019-12-15,2014-08-01,20,20.4910550693246
US-CO,State,CO,2019-12-15,2014-09-01,19,20.4225314850735
US-CO,State,CO,2019-12-15,2014-10-01,20,20.9446900707893
US-CO,State,CO,2019-12-15,2014-11-01,15,17.7419448704639
US-CO,State,CO,2019-12-15,2014-12-01,17,20.8792994722649
US-CO,State,CO,2019-12-15,2015-01-01,20,18.0637088927327
US-CO,State,CO,2019-12-15,2015-02-01,23,20.8912856814287
US-CO,State,CO,2019-12-15,2015-03-01,20,18.48376532056
US-CO,State,CO,2019-12-15,2015-04-01,23,19.8885885755646
US-CO,State,CO,2019-12-15,2015-05-01,19,19.1956131524443
US-CO,State,CO,2019-12-15,2015-06-01,22,21.0767062421947
US-CO,State,CO,2019-12-15,2015-07-01,20,19.3941074587053
US-CO,State,CO,2019-12-15,2015-08-01,17,17.4696721025181
US-CO,State,CO,2019-12-15,2015-09-01,17,18.4412523655116
US-CO,State,CO,2019-12-15,2015-10-01,16,16.7163717749631
US-CO,State,CO,2019-12-15,2015-11-01,14,16.742164573989
US-CO,State,CO,2019-12-15,2015-12-01,13,16.1389139062659
US-CO,State,CO,2019-12-15,2016-01-01,21,18.9966008766758
US-CO,State,CO,2019-12-15,2016-02-01,22,19.579292226535
US-CO,State,CO,2019-12-15,2016-03-01,19,17.5879464546548
US-CO,State,CO,2019-12-15,2016-04-01,23,19.7880772844531
US-CO,State,CO,2019-12-15,2016-05-01,17,17.2646102013107
US-CO,State,CO,2019-12-15,2016-06-01,17,16.2426041694327
US-CO,State,CO,2019-12-15,2016-07-01,16,15.5435964237323
US-CO,State,CO,2019-12-15,2016-08-01,15,15.354341275658
US-CO,State,CO,2019-12-15,2016-09-01,13,14.1801713747004
US-CO,State,CO,2019-12-15,2016-10-01,18,18.7178000628849
US-CO,State,CO,2019-12-15,2016-11-01,13,15.5598898290854
US-CO,State,CO,2019-12-15,2016-12-01,11,13.6569713718732
US-CO,State,CO,2019-12-15,2017-01-01,17,15.4515062068774
US-CO,State,CO,2019-12-15,2017-02-01,20,17.6911329919624
US-CO,State,CO,2019-12-15,2017-03-01,18,16.7285875076821
US-CO,State,CO,2019-12-15,2017-04-01,18,15.6094994677102
US-CO,State,CO,2019-12-15,2017-05-01,15,15.3395057033075
US-CO,State,CO,2019-12-15,2017-06-01,16,15.2465453499109
US-CO,State,CO,2019-12-15,2017-07-01,17,16.5029735925875
US-CO,State,CO,2019-12-15,2017-08-01,16,16.2246235718794
US-CO,State,CO,2019-12-15,2017-09-01,13,14.0791309327435
US-CO,State,CO,2019-12-15,2017-10-01,13,13.5521143355028
US-CO,State,CO,2019-12-15,2017-11-01,13,15.5305047109258
US-CO,State,CO,2019-12-15,2017-12-01,11,13.4284805327588
US-CO,State,CO,2019-12-15,2018-01-01,15,13.6820277111401
US-CO,State,CO,2019-12-15,2018-02-01,15,13.3314571173465
US-CO,State,CO,2019-12-15,2018-03-01,15,14.0809762919308
US-CO,State,CO,2019-12-15,2018-04-01,18,15.856281556115
US-CO,State,CO,2019-12-15,2018-05-01,12,12.323850356194
US-CO,State,CO,2019-12-15,2018-06-01,15,14.2601898115547
US-CO,State,CO,2019-12-15,2018-07-01,14,13.6555119227595
US-CO,State,CO,2019-12-15,2018-08-01,14,14.1442830867082
US-CO,State,CO,2019-12-15,2018-09-01,13,13.8759124867004
US-CO,State,CO,2019-12-15,2018-10-01,13,13.5459002043047
US-CO,State,CO,2019-12-15,2018-11-01,11,13.15788820121
US-CO,State,CO,2019-12-15,2018-12-01,14,16.7274677550984
US-CO,State,CO,2019-12-15,2019-01-01,15,13.671308568385
US-CO,State,CO,2019-12-15,2019-02-01,15,13.362541042324
US-CO,State,CO,2019-12-15,2019-03-01,13,12.3197828628503
US-CO,State,CO,2019-12-15,2019-04-01,12,10.7864468552698
US-CO,State,CO,2019-12-15,2019-05-01,14,14.3260116074965
US-CO,State,CO,2019-12-15,2019-06-01,14,13.3082277974272
US-CO,State,CO,2019-12-15,2019-07-01,13,12.7464985648195
US-CO,State,CO,2019-12-15,2019-08-01,13,13.1419433477654
US-CO,State,CO,2019-12-15,2019-09-01,14,14.7691920400504
US-CO,State,CO,2019-12-15,2019-10-01,13,13.5165065187822
US-CO,State,CO,2019-12-15,2019-11-01,11,13.1702967879728
US-CT,State,CT,2019-12-15,2004-02-01,34,34
US-CT,State,CT,2019-12-15,2004-03-01,48,48
US-CT,State,CT,2019-12-15,2004-04-01,33,33
US-CT,State,CT,2019-12-15,2004-05-01,26,26
US-CT,State,CT,2019-12-15,2004-06-01,34,34
US-CT,State,CT,2019-12-15,2004-07-01,24,24
US-CT,State,CT,2019-12-15,2004-08-01,15,15
US-CT,State,CT,2019-12-15,2004-09-01,23,23
US-CT,State,CT,2019-12-15,2004-10-01,23,23
US-CT,State,CT,2019-12-15,2004-11-01,20,20
US-CT,State,CT,2019-12-15,2004-12-01,30,30
US-CT,State,CT,2019-12-15,2005-01-01,35,35
US-CT,State,CT,2019-12-15,2005-02-01,26,26
US-CT,State,CT,2019-12-15,2005-03-01,21,21
US-CT,State,CT,2019-12-15,2005-04-01,14,14
US-CT,State,CT,2019-12-15,2005-05-01,19,19
US-CT,State,CT,2019-12-15,2005-06-01,10,10
US-CT,State,CT,2019-12-15,2005-07-01,52,52
US-CT,State,CT,2019-12-15,2005-08-01,27,27
US-CT,State,CT,2019-12-15,2005-09-01,28,28
US-CT,State,CT,2019-12-15,2005-10-01,16,16
US-CT,State,CT,2019-12-15,2005-11-01,18,18
US-CT,State,CT,2019-12-15,2005-12-01,13,13
US-CT,State,CT,2019-12-15,2006-01-01,22,22
US-CT,State,CT,2019-12-15,2006-02-01,32,32
US-CT,State,CT,2019-12-15,2006-03-01,23,23
US-CT,State,CT,2019-12-15,2006-04-01,26,26
US-CT,State,CT,2019-12-15,2006-05-01,27,27
US-CT,State,CT,2019-12-15,2006-06-01,21,21
US-CT,State,CT,2019-12-15,2006-07-01,39,39
US-CT,State,CT,2019-12-15,2006-08-01,41,41
US-CT,State,CT,2019-12-15,2006-09-01,24,24
US-CT,State,CT,2019-12-15,2006-10-01,23,23
US-CT,State,CT,2019-12-15,2006-11-01,27,27
US-CT,State,CT,2019-12-15,2006-12-01,19,19
US-CT,State,CT,2019-12-15,2007-01-01,36,36
US-CT,State,CT,2019-12-15,2007-02-01,35,35
US-CT,State,CT,2019-12-15,2007-03-01,41,41
US-CT,State,CT,2019-12-15,2007-04-01,45,45
US-CT,State,CT,2019-12-15,2007-05-01,36,36
US-CT,State,CT,2019-12-15,2007-06-01,35,35
US-CT,State,CT,2019-12-15,2007-07-01,38,38
US-CT,State,CT,2019-12-15,2007-08-01,40,40
US-CT,State,CT,2019-12-15,2007-09-01,50,50
US-CT,State,CT,2019-12-15,2007-10-01,46,46
US-CT,State,CT,2019-12-15,2007-11-01,51,51
US-CT,State,CT,2019-12-15,2007-12-01,49,49
US-CT,State,CT,2019-12-15,2008-01-01,62,62
US-CT,State,CT,2019-12-15,2008-02-01,57,57
US-CT,State,CT,2019-12-15,2008-03-01,71,71
US-CT,State,CT,2019-12-15,2008-04-01,80,80
US-CT,State,CT,2019-12-15,2008-05-01,62,62
US-CT,State,CT,2019-12-15,2008-06-01,70,70
US-CT,State,CT,2019-12-15,2008-07-01,68,68
US-CT,State,CT,2019-12-15,2008-08-01,69,69
US-CT,State,CT,2019-12-15,2008-09-01,77,77
US-CT,State,CT,2019-12-15,2008-10-01,84,84
US-CT,State,CT,2019-12-15,2008-11-01,55,55
US-CT,State,CT,2019-12-15,2008-12-01,59,59
US-CT,State,CT,2019-12-15,2009-01-01,77,77
US-CT,State,CT,2019-12-15,2009-02-01,95,95
US-CT,State,CT,2019-12-15,2009-03-01,100,100
US-CT,State,CT,2019-12-15,2009-04-01,71,71
US-CT,State,CT,2019-12-15,2009-05-01,60,60
US-CT,State,CT,2019-12-15,2009-06-01,63,63
US-CT,State,CT,2019-12-15,2009-07-01,54,54
US-CT,State,CT,2019-12-15,2009-08-01,56,56
US-CT,State,CT,2019-12-15,2009-09-01,50,50
US-CT,State,CT,2019-12-15,2009-10-01,56,56
US-CT,State,CT,2019-12-15,2009-11-01,35,35
US-CT,State,CT,2019-12-15,2009-12-01,41,41
US-CT,State,CT,2019-12-15,2010-01-01,63,63
US-CT,State,CT,2019-12-15,2010-02-01,61,61
US-CT,State,CT,2019-12-15,2010-03-01,62,62
US-CT,State,CT,2019-12-15,2010-04-01,51,51
US-CT,State,CT,2019-12-15,2010-05-01,47,47
US-CT,State,CT,2019-12-15,2010-06-01,49,49
US-CT,State,CT,2019-12-15,2010-07-01,52,52
US-CT,State,CT,2019-12-15,2010-08-01,53,53
US-CT,State,CT,2019-12-15,2010-09-01,50,50
US-CT,State,CT,2019-12-15,2010-10-01,62,62
US-CT,State,CT,2019-12-15,2010-11-01,44,44
US-CT,State,CT,2019-12-15,2010-12-01,43,43
US-CT,State,CT,2019-12-15,2011-01-01,50,50
US-CT,State,CT,2019-12-15,2011-02-01,58,58
US-CT,State,CT,2019-12-15,2011-03-01,53,53
US-CT,State,CT,2019-12-15,2011-04-01,53,53
US-CT,State,CT,2019-12-15,2011-05-01,41,41
US-CT,State,CT,2019-12-15,2011-06-01,42,42
US-CT,State,CT,2019-12-15,2011-07-01,41,41
US-CT,State,CT,2019-12-15,2011-08-01,46,46
US-CT,State,CT,2019-12-15,2011-09-01,44,44
